0.024777,199,100
0.114547,200,100
0.173818,201,100
0.20992,200,100
0.213619,201,100
0.215546,202,100
0.215698,203,100
0.283607,202,100
0.284088,201,100
0.322072,200,100
0.323219,199,100
0.324619,200,100
0.359201,199,100
0.361886,198,100
0.363188,197,100
0.365519,198,100
0.365589,199,100
0.397241,198,100
0.404926,199,100
0.405129,198,100
0.405966,197,100
0.40652,198,100
0.406703,199,100
0.436122,198,100
0.446529,199,100
0.447507,200,100
0.48867,201,100
0.488956,202,100
0.530204,203,100
0.534132,204,100
0.55962,203,100
0.559878,202,100
0.560244,201,100
0.566498,202,100
0.591978,201,100
0.626466,200,100
0.630862,199,100
0.63381,198,100
0.636371,197,100
0.637391,196,100
0.63755,197,100
0.663695,196,100
0.670917,195,100
0.706408,194,100
0.708785,193,100
0.711706,192,100
0.712293,193,100
0.739053,192,100
0.74422,191,100
0.745168,190,100
0.746498,191,100
0.770338,190,100
0.770702,189,100
0.772079,188,100
0.778524,187,100
0.78056,188,100
0.816001,189,100
0.81621,190,100
0.816459,189,100
0.816634,190,100
0.843832,189,100
0.853101,188,100
0.88218,187,100
0.893333,186,100
0.895115,187,100
0.919633,186,100
0.926804,185,100
0.954058,184,100
0.958842,183,100
0.967066,184,100
0.997212,185,100
1.023703,184,100
1.028115,183,100
1.028678,182,100
1.028793,181,100
1.032608,182,100
1.062583,181,100
1.065249,180,100
1.102242,179,100
1.103383,178,100
1.103499,177,100
1.14153,176,100
1.145975,177,100
1.146515,178,100
1.156534,178,101
1.180222,177,101
1.183308,178,101
1.220278,177,101
1.222966,176,101
1.249923,175,101
1.251868,174,101
1.260066,173,101
1.291917,172,101
1.292827,171,101
1.293154,170,101
1.29379,169,101
1.296383,168,101
1.296718,169,101
1.29719,170,101
1.321478,169,101
1.328494,168,101
1.356469,167,101
1.391869,166,101
1.392219,165,101
1.396621,164,101
1.397475,163,101
1.405308,163,102
1.428317,162,102
1.431756,161,102
1.434819,162,102
1.434882,163,102
1.4726,162,102
1.476202,161,102
1.479473,160,102
1.485588,160,103
1.504447,159,103
1.538989,158,103
1.539491,157,103
1.541429,156,103
1.546976,157,103
1.547178,158,103
1.547655,159,103
1.577328,158,103
1.603293,157,103
1.644869,156,103
1.648342,155,103
1.68242,154,103
1.692299,155,103
1.697819,155,104
1.719625,154,104
1.75303,153,104
1.753138,152,104
1.756669,153,104
1.78826,152,104
1.789026,151,104
1.792357,150,104
1.79425,151,104
1.834867,150,104
1.838398,151,104
1.838464,152,104
1.865866,151,104
1.872291,152,104
1.903217,151,104
1.90669,150,104
1.909438,149,104
1.910331,148,104
1.911117,149,104
1.947559,148,104
1.952344,147,104
1.955871,148,104
1.981612,147,104
1.989303,148,104
1.989641,149,104
1.997168,149,105
1.998441,149,106
2.022973,148,106
2.063632,147,106
2.129127,146,106
2.130183,145,106
2.156334,144,106
2.158912,143,106
2.189627,142,106
2.196948,143,106
2.22205,142,106
2.236968,142,107
2.238168,142,108
2.259843,141,108
2.260041,140,108
2.265233,139,108
2.269668,140,108
2.269958,141,108
2.270109,142,108
2.302823,143,108
2.326792,142,108
2.335415,143,108
2.335552,144,108
2.409489,143,108
2.41098,142,108
2.41404,143,108
2.445328,142,108
2.486127,141,108
2.495613,140,108
2.496144,141,108
2.520975,140,108
2.528242,139,108
2.530433,140,108
2.530813,141,108
2.556399,140,108
2.612393,140,109
2.66802,139,109
2.66842,138,109
2.702374,137,109
2.704646,136,109
2.710011,137,109
2.722951,137,110
2.751702,136,110
2.753479,137,110
2.782791,136,110
2.787201,137,110
2.787499,138,110
2.787629,139,110
2.787752,140,110
2.788135,141,110
2.796395,141,111
2.822188,140,111
2.845373,139,111
2.855832,140,111
2.855882,141,111
2.885838,140,111
2.88691,139,111
2.890866,138,111
2.89565,139,111
2.922857,138,111
2.926081,137,111
2.928889,136,111
2.930046,137,111
2.930366,138,111
2.959665,137,111
2.965153,138,111
2.998612,137,111
3.002086,136,111
3.003104,137,111
3.029347,136,111
3.038246,137,111
3.069404,136,111
3.105808,135,111
3.164776,135,112
3.19225,134,112
3.19347,135,112
3.193656,136,112
3.228925,135,112
3.231999,134,112
3.233902,133,112
3.235635,132,112
3.238665,133,112
3.269106,132,112
3.27293,133,112
3.273278,134,112
3.311947,135,112
3.33498,134,112
3.346461,135,112
3.346527,136,112
3.376661,135,112
3.378849,136,112
3.379489,136,111
3.379738,137,111
3.412041,136,111
3.414329,135,111
3.418405,136,111
3.487029,135,111
3.491238,134,111
3.494747,133,111
3.521119,133,110
3.523631,132,110
3.524011,131,110
3.574728,130,110
3.602131,129,110
3.603049,128,110
3.609901,129,110
3.647184,128,110
3.650655,127,110
3.65074,128,110
3.662244,127,110
3.662283,127,111
3.682076,126,111
3.68803,127,111
3.719138,126,111
3.721253,127,111
3.74956,126,111
3.755268,127,111
3.780345,126,111
3.817861,126,110
3.822156,125,110
3.822341,125,109
3.823055,125,108
3.823243,125,107
3.839751,125,108
3.854557,124,108
3.855003,124,107
3.856604,124,106
3.858538,124,105
3.858634,124,104
3.859403,123,104
3.859762,123,103
3.861988,123,102
3.866979,124,102
3.887313,123,102
3.889639,123,101
3.890691,123,100
3.892519,123,99
3.893499,123,98
3.894461,123,97
3.894987,123,96
3.894997,124,96
3.937332,124,97
3.940147,124,98
3.958037,123,98
3.958436,123,97
3.95877,122,97
3.962162,123,97
3.962229,124,97
3.989214,123,97
4.026328,124,97
4.026748,125,97
4.056754,124,97
4.058794,123,97
4.069713,123,98
4.092971,124,98
4.126277,124,97
4.127674,123,97
4.128778,124,97
4.128864,125,97
4.149649,124,97
4.184513,123,97
4.19015,122,97
4.22111,121,97
4.221783,120,97
4.226735,121,97
4.301865,122,97
4.330608,121,97
4.335178,120,97
4.37692,121,97
4.377567,122,97
4.404917,121,97
4.437565,120,97
4.440606,121,97
4.473396,120,97
4.475158,119,97
4.476473,120,97
4.509617,119,97
4.53905,118,97
4.54107,117,97
4.545915,118,97
4.566199,117,97
4.567341,116,97
4.570988,115,97
4.573289,115,96
4.602991,115,95
4.604932,114,95
4.605265,113,95
4.609388,114,95
4.643515,115,95
4.671657,114,95
4.673391,113,95
4.677844,114,95
4.723115,114,96
4.746419,113,96
4.751091,114,96
4.783774,113,96
4.816587,112,96
4.818273,111,96
4.847506,110,96
4.850099,111,96
4.878213,110,96
4.912317,109,96
4.917055,108,96
4.952438,109,96
4.986486,110,96
5.013974,109,96
5.019034,110,96
5.029505,110,97
5.081752,109,97
5.148682,108,97
5.149415,108,98
5.215937,109,98
5.216077,110,98
5.221632,110,99
5.247765,109,99
5.251022,110,99
5.285862,111,99
5.286272,112,99
5.321727,111,99
5.356724,110,99
5.36097,111,99
5.36107,112,99
5.386522,111,99
5.425482,110,99
5.426346,111,99
5.456858,110,99
5.460311,109,99
5.460722,110,99
5.520048,109,99
5.524887,108,99
5.527553,109,99
5.535764,109,100
5.561002,108,100
5.561018,109,100
5.619199,108,100
5.652712,107,100
5.654052,107,99
5.655525,106,99
5.655723,105,99
5.657003,104,99
5.670846,104,100
5.68796,103,100
5.689774,102,100
5.693868,103,100
5.718687,102,100
5.725928,102,99
5.726904,103,99
5.754844,102,99
5.756906,101,99
5.757685,100,99
5.758624,99,99
5.760579,100,99
5.793498,101,99
5.824635,100,99
5.827298,99,99
5.827495,100,99
5.827602,101,99
5.854701,100,99
5.855253,100,98
5.855649,99,98
5.856181,98,98
5.860239,99,98
5.894311,100,98
5.894384,101,98
5.964018,100,98
6.002708,99,98
6.005773,98,98
6.094244,97,98
6.09901,98,98
6.132408,99,98
6.166617,100,98
6.20107,101,98
6.20115,102,98
6.264666,101,98
6.268011,100,98
6.268984,101,98
6.269048,102,98
6.28454,102,99
6.307105,103,99
6.307994,104,99
6.308482,105,99
6.366222,104,99
6.374263,105,99
6.397213,104,99
6.404391,105,99
6.430516,104,99
6.433261,103,99
6.464163,103,98
6.468027,102,98
6.469678,103,98
6.489903,102,98
6.563908,103,98
6.564008,104,98
6.564078,105,98
6.564145,106,98
6.565078,106,99
6.596624,105,99
6.597943,104,99
6.598196,103,99
6.598802,104,99
6.59888,105,99
6.62744,104,99
6.630068,103,99
6.631501,104,99
6.631613,105,99
6.638003,105,100
6.659793,104,100
6.664103,103,100
6.666641,104,100
6.693066,103,100
6.695858,102,100
6.697018,101,100
6.700122,102,100
6.734524,103,100
6.767415,103,99
6.7679,102,99
6.769482,103,99
6.769737,104,99
6.770049,105,99
6.84306,104,99
6.845177,105,99
6.86849,104,99
6.869055,103,99
